index;State;CMS Certification Number (CCN)*;Provider Name;Address;City;Zip;Phone;Type of Ownership;Offers Nursing Care Services;Offers Physical Therapy Services;Offers Occupational Therapy Services;Offers Speech Pathology Services;Offers Medical Social Services;Offers Home Health Aide Services;Date Certified;Quality of Patient Care Star Rating;How often the home health team began their patients' care in a timely manner;How often the home health team taught patients (or their family caregivers) about their drugs;How often the home health team checked patients' risk of falling;How often the home health team checked patients for depression;How often the home health team determined whether patients received a flu shot for the currnet flu season;How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).;With diabetes, how often the home health team got doctor's orders, gave foot care, and taught patients about foot care;How often patients got better at walking or moving around;How often patients got better at getting in and out of bed;How often patients got better at bathing;How often patients had less pain when moving around;How often patients' breathing improved;How often patients' wounds improved or healed after an operation;How often patients got better at taking their drugs correctly by mouth;How often home health patients had to be admitted to the hospital;How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted;How often home health patients, who have had a recent hospital stay, had to be re-admitted to the hospital;How often home health patients, who have had a recent hospital stay, received care in the hospital emergency room without being re-admitted to the hospital;How often patients developed new or worsened pressure ulcers;How often patients remained in the community after discharge from home health;How often physician-recommended actions to address medication issues were completely timely;How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally;No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)
4156;KS;178050;GOOD SAMARITAN SOCIETY NORTHWEST KANSAS HOME CARE;217 EAST HIGHWAY 36;ST FRANCIS;67756;7.853323588E9;Non - Profit Religious;True;True;True;True;True;True;06/11/2001 00:00;4.5;100.0;100.0;100.0;98.7;91.7;93.4;100.0;81.5;76.2;88.1;87.9;94.3;97.2;78.2;17.6;15.0;Same As Expected;Same As Expected;0.9;Worse Than National Rate;99.0;1.2;471.0
4157;KS;178051;CARTER HEALTHCARE;6376 COLLEGE BLVD;OVERLAND PARK;66211;9.13901044E9;Proprietary;True;True;True;True;True;True;10/12/2001 00:00;5.0;99.0;100.0;100.0;100.0;100.0;99.7;100.0;86.6;80.9;93.9;95.1;82.1;90.4;80.3;14.4;8.3;Same As Expected;Same As Expected;0.1;Worse Than National Rate;99.7;1.07;269.0
4158;KS;178053;CARING HEARTS PERSONAL HOME CARE SERVICES INC;1234 STATE AVENUE;KANSAS CITY;66102;9.136213108E9;Proprietary;True;True;True;True;True;True;06/06/2002 00:00;3.0;71.4;100.0;99.30020559680223;100.0;73.53735552473422;95.2;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;4.4;19.4;Same As Expected;Same As Expected;0.4783999034632485;Better Than National Rate;100.0;0.83;35.0
4159;KS;178055;L & C HOME HEALTH AGENCY INC;1175 SOUTH RANGE, SUITE 1;COLBY;67701;7.854657444E9;Non - Profit Other;True;True;True;True;True;True;17/10/2002 00:00;1.5;65.5;79.3;95.2;90.4;1.2;1.8;72.7;52.6;58.1;60.2;21.3;28.3;91.42082929194976;54.2;16.8;14.6;Same As Expected;Same As Expected;0.2;Same As National Rate;82.9;1.22;151.0
4160;KS;178058;ADVENTHEALTH HOME CARE SHAWNEE MISSION;7312 ANTIOCH ROAD;SHAWNEE MISSION;66204;9.136762163E9;Non - Profit Religious;True;True;True;True;True;True;28/08/2003 00:00;4.5;95.7;100.0;99.9;99.3;89.2;92.7;99.7;83.1;87.9;86.2;80.3;86.7;91.7;77.0;16.7;13.1;Worse Than Expected;Worse Than Expected;0.3;Better Than National Rate;98.8;1.03;1259.0
4161;KS;178059;CARTER HEALTHCARE;1725 SW GAGE BLVD. SUITE 202;TOPEKA;66604;7.853290275E9;Proprietary;True;True;True;True;True;True;24/02/2004 00:00;4.5;99.3;99.8;100.0;100.0;99.2;100.0;100.0;90.6;83.7;100.0;100.0;84.2;89.5;84.7;20.6;10.3;Same As Expected;Same As Expected;0.7;Same As National Rate;99.3;1.12;355.0
4162;KS;178060;ANGELS CARE HOME HEALTH;11 NORTH HIGHLAND AVENUE;CHANUTE;66720;6.204320025E9;Proprietary;True;True;True;True;True;True;06/10/2004 00:00;3.5;94.0;99.3;99.4;94.5;77.3;84.5;96.4;78.1;80.0;78.6;75.1;74.7;94.2;63.2;14.9;17.7;Same As Expected;Worse Than Expected;0.2;Worse Than National Rate;94.5;1.13;2417.0
4163;KS;178061;HEALTH WATCH HEALTH CARE OF LIBERAL, LLC;502 NORTH KANSAS;LIBERAL;67901;6.206264798E9;Proprietary;True;True;True;True;True;True;05/11/2004 00:00;4.5;97.8;100.0;100.0;100.0;89.8;89.4;98.6;97.7;79.7;84.2;90.8;83.9;91.42082929194976;92.9;15.6;21.2;Same As Expected;Worse Than Expected;1.0;Worse Than National Rate;61.7;1.03;196.0
4164;KS;178063;HEALTH WATCH HEALTH CARE OF WEST KS, LLC;500 EAST THORPE STREET;LAKIN;67860;6.2035586E9;Government - State/ County;True;True;True;True;True;True;01/12/2004 00:00;3.5;96.3;100.0;100.0;100.0;95.5;84.4;100.0;75.4;69.0;82.3;88.8;82.9;91.42082929194976;72.3;19.7;14.0;Same As Expected;Same As Expected;0.0;Same As National Rate;100.0;0.85;73.0
4165;KS;178064;GOOD SAM SOCIETY HOME HEALTH OF CENTRAL KS;2703 HALL STREET, SUITE 6;HAYS;67601;7.856212499E9;Non - Profit Religious;True;True;True;True;True;True;24/03/2005 00:00;2.0;98.0;99.7;99.7;98.6;85.5;78.1;98.1;51.9;47.1;61.1;56.3;77.9;91.42082929194976;41.1;20.4;10.9;Same As Expected;Worse Than Expected;0.1;Worse Than National Rate;97.5;1.16;427.0
4166;KS;178067;CONTINUA HOME HEALTH;13002 STATELINE ROAD;LEAWOOD;66209;9.139050255E9;Proprietary;True;True;True;True;True;True;22/11/2005 00:00;4.5;97.1;99.6;100.0;97.6;90.6;94.9;96.3;91.7;87.1;96.4;91.5;87.6;92.8;85.7;21.5;9.8;Same As Expected;Same As Expected;0.2;Same As National Rate;97.0;1.05;645.0
4167;KS;178068;HOME TOWN HEALTH CARE LLC;314 NORTH 7TH STREET;FREDONIA;66736;6.20378376E9;Proprietary;True;True;True;True;True;True;13/04/2006 00:00;2.5;89.9;80.7;97.7;95.6;64.8;78.1;86.7;66.0;61.3;67.2;59.3;64.9;93.8;63.7;13.0;18.4;Same As Expected;Worse Than Expected;0.3;Worse Than National Rate;79.3;1.0;1405.0
4168;KS;178069;ENCOMPASS HEALTH HOME HEALTH;2016 SW 37TH STREET, SUITE 100;TOPEKA;66611;7.852328593E9;Proprietary;True;True;True;True;True;True;03/05/2006 00:00;4.0;96.5;99.3;100.0;99.4;86.8;90.9;100.0;81.4;79.3;92.8;80.9;79.7;94.9;65.9;19.2;11.6;Worse Than Expected;Same As Expected;0.2;Better Than National Rate;99.0;1.1;575.0
4169;KS;178070;INDEPENDENT STRIDES HOME HEALTH;1712 MAIN STREET;PARSONS;67357;6.204233328E9;Non - Profit Other;True;True;True;True;True;True;18/05/2006 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
4170;KS;178072;SERENITY HOME HEALTH LLC;9415  EAST HARRY STREET ;HOUSTON;57485;6.060434610309782E9;Proprietary;True;True;True;True;True;True;;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
4171;KS;178073;HEALING HANDS HOME HEALTH CARE LLC;1037 SOUTH BROADWAY;WICHITA;67211;3.16866286E9;Proprietary;True;True;True;True;True;True;02/08/2006 00:00;3.0;96.2;96.0;88.9;98.1;41.9;64.0;93.5;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;96.4;0.9684697386519977;1.0
4172;KS;178074;ENCOMPASS HEALTH HOME HEALTH;245 NORTH WACO STREET, SUITE 125B;WICHITA;67212;3.16252848E9;Proprietary;True;True;True;True;True;True;28/12/2006 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Same As Expected;Same As Expected;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;8.0
4173;KS;178075;AT-HOME HEALTH CARE INC;417 COMMERCIAL SUITE A;EMPORIA;66801;6.20341935E9;Proprietary;True;True;True;True;True;True;16/07/2007 00:00;3.0;98.2;91.3;100.0;100.0;86.3;91.0;100.0;73.0;65.2;75.3;76.8;69.2;84.8;63.2;24.8;11.2;Same As Expected;Same As Expected;0.2;Better Than National Rate;95.3;1.03;250.0
4174;KS;178077;PHOENIX HOME CARE;6811 SHAWNEE MISSION PARKWAY SUITE 115;OVERLAND PARK;66202;9.133842273E9;Proprietary;True;True;True;True;True;True;05/08/2008 00:00;4.0;97.6;99.7;99.8;100.0;89.0;90.4;99.8;80.4;83.4;86.9;91.5;84.6;73.8;70.3;19.7;11.3;Worse Than Expected;Same As Expected;0.3;Better Than National Rate;97.8;1.04;480.0
4175;KS;178078;HEALTHBACK HOME HEALTH OF KANSAS INC;1133 S ROCK ROAD, SUITE 7;WICHITA;67207;3.16687034E9;Proprietary;True;True;True;True;True;True;20/08/2008 00:00;3.5;95.7;100.0;100.0;100.0;92.9;95.5;100.0;71.4;69.3;83.6;74.7;67.6;91.42082929194976;77.7;16.1;11.3;Not Available;Not Available;0.0;Same As National Rate;98.9;0.87;67.0
4176;KS;178079;HEALTH AT HOME;8101 MISSION  ROAD;PRAIRIE VILLAGE;66208;9.13385411E9;Proprietary;True;True;True;True;True;True;22/09/2008 00:00;4.0;94.4;98.9;100.0;94.9;93.1;88.8;95.7;87.5;78.2;83.5;90.4;86.8;91.42082929194976;73.0;17.3;11.8;Same As Expected;Same As Expected;0.1;Better Than National Rate;89.9;1.2;174.0
4177;KS;178081;GOODLAND REGIONAL HOME HEALTH AGENCY;1502 MAIN STREET;GOODLAND;67735;7.858907658E9;Government - State/ County;True;True;True;True;True;True;05/08/2009 00:00;2.0;87.4;99.0;98.9;100.0;67.2;73.3;100.0;68.7;70.5;67.0;66.8;54.2;91.42082929194976;48.4;22.5;16.8;Same As Expected;Same As Expected;0.1;Better Than National Rate;95.1;1.3;99.0
4178;KS;178082;ENCOMPASS HEALTH HOME HEALTH;14831 WEST 95TH STREET;LENEXA;66215;9.133341058E9;Proprietary;True;True;True;True;True;True;03/09/2009 00:00;3.5;97.3;99.9;100.0;99.8;79.5;83.3;99.4;78.0;76.6;81.2;77.5;78.5;96.2;65.9;16.4;14.0;Worse Than Expected;Same As Expected;0.2;Better Than National Rate;96.2;1.07;1200.0
4179;KS;178085;BROOKDALE HOME HEALTH OVERLAND PARK;7304 WEST 30TH STREET, SUITE 200;OVERLAND PARK;66213;9.13696193E9;Proprietary;True;True;True;True;True;True;02/02/2010 00:00;4.5;99.5;100.0;100.0;99.8;92.0;95.0;98.8;84.8;87.2;90.3;88.3;83.9;93.0;91.4;17.5;10.5;Same As Expected;Same As Expected;0.0;Better Than National Rate;96.9;1.2;1068.0
4180;KS;178086;LOVING TOUCH HOME HEALTH SERVICES;1631 EAST 17TH STREET NORTH SUITE 100;WICHITA;67214;3.162693368E9;Non - Profit Private;True;True;True;True;True;True;04/03/2010 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;6.0
4181;KS;178087;HOME HEALTH & HOSPICE OF KANSAS;7607 EAST HARRY;WICHITA;67207;3.168690015E9;Proprietary;True;True;True;True;True;True;06/07/2010 00:00;2.0;83.5;91.0;100.0;89.7;61.8;73.3;93.8;64.7;74.0;68.0;54.9;60.6;91.42082929194976;65.4;19.2;11.7;Same As Expected;Same As Expected;0.3;Same As National Rate;81.2;1.11;247.0
4182;KS;178088;ANGELS CARE HOME HEALTH;8200 E 34TH ST CIRCLE NORTH BLDG 1600, SUITE 1601;WICHITA;67226;3.166364E9;Proprietary;True;True;True;True;True;True;14/12/2010 00:00;3.5;96.3;99.5;99.8;97.6;85.7;90.7;97.5;74.2;76.4;77.5;73.3;77.8;92.2;65.3;15.7;14.1;Same As Expected;Same As Expected;0.4;Worse Than National Rate;94.4;1.12;2253.0
4183;KS;178089;MERCY HOME HEALTHCARE AGENCY CORP;2102 EAST 21ST STREET NORTH ;HOUSTON;57485;6.060434610309782E9;Proprietary;True;True;True;True;True;True;;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
4184;KS;178090;MIDLAND CARE HOME HEALTH;200 SW FRAZIER CIRCLE;TOPEKA;66606;7.852322044E9;Non - Profit Private;True;True;True;True;True;True;20/01/2011 00:00;2.5;95.4;92.3;100.0;94.6;85.8;88.3;98.8;67.4;53.1;70.1;75.9;69.8;98.2;57.5;12.9;4.9;Same As Expected;Worse Than Expected;0.4;Better Than National Rate;100.0;0.78;144.0
4185;KS;178092;SUNFLOWER HOME HEALTH & HOSPICE;826 EAST LINCOLN WICHITA;WICHITA;67211;3.168543535E9;Proprietary;True;True;True;True;True;True;03/05/2012 00:00;3.0;97.0;100.0;100.0;100.0;80.0;87.5;100.0;64.1;67.2;73.0;75.9;79.5;91.42082929194976;51.8;19.2;10.3;Same As Expected;Same As Expected;0.1;Worse Than National Rate;93.4;1.02;240.0
4186;KS;178094;MIDWEST HEALTHCARE SERVICES;8500 W 110TH STREET, SUITE 600;OVERLAND PARK;66210;9.13663993E9;Proprietary;True;True;True;True;True;True;08/07/2012 00:00;2.0;95.2;99.2;100.0;100.0;98.6;93.2;92.5;56.0;43.1;67.5;47.5;69.3;91.42082929194976;70.1;20.8;7.3;Same As Expected;Same As Expected;0.1;Worse Than National Rate;94.4;0.84;94.0
4187;KS;178098;INTERIM HEALTHCARE OF TOPEKA;1251 SW ARROWHEAD SUITE 103;TOPEKA;66604;7.852721616E9;Proprietary;True;True;True;True;True;True;07/06/2013 00:00;3.0;93.9;98.0;99.2;99.7;83.8;84.0;94.2;72.1;68.8;78.8;74.3;82.5;91.1;63.7;17.2;13.5;Worse Than Expected;Same As Expected;0.4;Better Than National Rate;93.2;1.11;683.0
4188;KS;178099;ACCESSIBLE HOME CARE, LLC;131 NORTH SANTA FE AVENUE, SUITE 110;SALINA;67401;7.854938111E9;Proprietary;True;True;True;True;True;True;13/06/2013 00:00;4.0;99.2;96.6;100.0;99.8;73.2;79.5;98.8;79.4;84.5;80.7;79.5;73.8;98.4;78.7;20.1;18.7;Same As Expected;Worse Than Expected;0.3;Same As National Rate;96.1;1.18;452.0
4189;KS;178101;CRAIG HOMECARE;507 SOUTH PENNSYLVANIA AVENUE;NESS CITY;67560;7.857984821E9;Government - Local;True;True;True;True;True;True;10/08/2013 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
4190;KS;178102;CRAIG HOMECARE;635 SW HARRISON STREET, SUITE  2;TOPEKA;66603;7.852328221E9;Proprietary;True;True;True;True;True;True;21/08/2013 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
4191;KY;187025;HARLAN ARH HHA;81 BALL PARK ROAD;HARLAN;40831;6.065738265E9;Non - Profit Other;True;True;True;True;True;True;21/02/1969 00:00;4.0;99.8;98.7;99.9;97.1;84.9;83.7;99.8;86.2;71.6;82.2;81.8;80.2;98.0;69.2;20.2;14.7;Worse Than Expected;Same As Expected;0.7;Same As National Rate;98.4;1.02;442.0
4192;KY;187026;WHITLEY COUNTY HOME HEALTH AGENCY;368 PENNY LANE;WILLIAMSBURG;40769;6.065490886E9;Government - State/ County;True;True;True;True;True;True;19/02/1969 00:00;2.0;93.7;97.9;98.9;100.0;90.5;97.6;100.0;53.1;58.3;60.8;64.2;58.4;58.4;57.2;14.9;21.7;Same As Expected;Worse Than Expected;1.1;Worse Than National Rate;93.0;0.97;774.0
4193;KS;178103;CRAIG HOMECARE;727 NORTH WACO AVENUE;WICHITA;67203;3.162649988E9;Proprietary;True;True;True;True;True;True;21/08/2013 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
4194;KS;178104;LOVE MY NURSE, LLC;1634 EAST CENTRAL;WICHITA;67214;3.166339578E9;Proprietary;True;True;True;True;True;True;26/03/2015 00:00;1.5;96.9;99.2;100.0;99.2;69.0;83.6;97.9;50.5;50.3;55.9;44.9;35.0;91.42082929194976;24.6;17.6;15.7;Not Available;Not Available;0.1;Worse Than National Rate;98.4;1.2;154.0
4195;KS;178105;PROVIDENCE HOME HEALTH AND HOSPICE, LLC;9415 EAST HARRY, SUITE 703;WICHITA;67207;3.165585956E9;Proprietary;True;True;True;True;True;True;17/09/2015 00:00;3.5;89.6;94.5;100.0;98.7;69.7;79.7;86.7;81.7;77.3;82.2;76.6;77.1;98.1;69.4;16.5;14.2;Same As Expected;Same As Expected;1.0;Same As National Rate;91.5;1.03;259.0
4196;KS;178106;AHC HOME HEALTH OF KANSAS CITY, LLC;4700 INDIAN CREEK PARKWAY;OVERLAND PARK;66207;9.138908448E9;Proprietary;True;True;True;True;True;True;23/11/2015 00:00;4.5;99.3;99.3;100.0;100.0;86.1;92.1;100.0;79.0;82.7;87.7;78.0;82.9;88.5;79.1;16.7;10.7;Not Available;Not Available;0.1;Better Than National Rate;94.1;1.01;138.0
4197;KS;178107;FAITH HOME HEALTHCARE, INC;1300 NORTH 78TH STREET, SUITE 203;KANSAS CITY;66112;9.132967636E9;Proprietary;True;True;True;True;True;True;13/07/2016 00:00;3.5;98.2;98.6;100.0;97.8;97.2;94.0;98.3;78.2;78.4;84.5;81.5;73.1;92.8;79.5;24.0;8.5;Worse Than Expected;Same As Expected;0.0;Same As National Rate;94.6;1.24;326.0
4198;KS;178108;HOME HEALTH CRITICAL CARE, LLC;10800 FARLEY STREET, SUITE 265;OVERLAND PARK;66210;9.1334593E9;Proprietary;True;True;True;True;True;True;16/10/2016 00:00;2.5;92.5;94.9;100.0;100.0;100.0;74.4;97.06469558694849;64.9;66.0;61.3;77.8;64.4;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.1;Better Than National Rate;92.5;0.9684697386519977;8.0
4199;KS;178109;INMYHOME, A DIVISION OF OCCK, INC;1710 WEST SCHILLING ROAD;SALINA;67401;7.858232025E9;Non - Profit Private;True;True;True;True;True;True;12/12/2016 00:00;1.5;91.9;91.9;100.0;100.0;50.0;44.6;95.7;53.2;48.9;44.9;43.4;58.9;91.42082929194976;45.0;13.2;37.6;Not Available;Not Available;5.2;Same As National Rate;98.4;0.67;40.0
4200;KS;178111;ALL SAINTS HEALTH CARE LLC;3425 WEST CENTRAL;WICHITA;67203;3.167751076E9;Non - Profit Private;True;True;True;True;True;True;16/01/2017 00:00;2.5;84.7;97.4;100.0;98.3;80.9;91.1;100.0;60.8;75.3;64.2;60.9;64.5;91.42082929194976;47.8;5.9;3.3;Not Available;Not Available;0.0;Same As National Rate;96.6;0.63;28.0
4201;KS;178112;LARKSFIELD PLACE HHA;7373 E 29TH ST NORTH;WICHITA;67226;3.166361E9;Non - Profit Private;True;True;True;True;True;True;10/07/2017 00:00;3.0;97.4;95.6;100.0;99.6;88.3;96.1;92.5;77.6;62.7;85.2;81.7;63.1;91.42082929194976;48.8;13.1;8.4;Not Available;Not Available;0.0;Same As National Rate;96.5;1.02;82.0
4202;KY;187027;HAZARD ARH HHA;100 AIRPORT GARDENS ROAD;HAZARD;41701;6.064396955E9;Non - Profit Other;True;True;True;True;True;True;20/03/1969 00:00;3.5;98.1;99.7;100.0;98.9;75.7;75.3;99.8;84.5;71.6;77.7;82.2;82.8;94.7;70.1;19.0;9.8;Worse Than Expected;Same As Expected;0.4;Same As National Rate;99.3;0.98;644.0
4203;KY;187029;KNOX COUNTY HEALTH DEPARTMENT HHA;261 HOSPITAL DRIVE;BARBOURVILLE;40906;6.065465919E9;Government - State/ County;True;True;True;True;True;True;02/05/1969 00:00;2.5;94.3;90.6;98.8;93.0;67.5;78.7;95.3;76.8;69.8;62.8;74.6;51.8;91.1;41.6;16.7;17.1;Same As Expected;Worse Than Expected;0.2;Worse Than National Rate;82.2;1.01;667.0
4204;KS;178113;MIRACLE HOME CARE;1515 EAST LEWIS;WICHITA;67211;3.164482614E9;Proprietary;True;True;True;True;True;True;08/05/2017 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;5.0
4205;KS;178114;ANGELS CARE HOME HEALTH;5375 SW 7TH STREET, SUITE 600;TOPEKA;66606;7.8523311E9;Proprietary;True;True;True;True;True;True;20/07/2017 00:00;3.5;97.1;96.0;100.0;97.6;94.2;92.4;98.7;78.3;78.4;81.6;65.8;70.0;82.0;73.3;6.9;9.0;Not Available;Not Available;0.9;Worse Than National Rate;94.1;0.9684697386519977;10.0
4206;KS;178115;DESTINY HOME HEALTH, LLC;6520 WEST 110TH STREET, SUITE 200B;LEAWOOD;66211;9.1332554E9;Proprietary;True;True;True;True;True;True;17/08/2017 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
4207;KS;178116;ANGELS CARE HOME HEALTH OF DODGE CITY;519 RUSSELL AVENUE;WA KEENEY;67672;6.2022554E9;Proprietary;True;True;True;True;True;True;02/01/2018 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
4208;KY;187033;SOUTHEASTERN KY HOME HEALTH AGENCY;850 RIVERVIEW AVENUE;PINEVILLE;40977;6.063377205E9;Non - Profit Private;True;True;True;True;True;True;01/08/1969 00:00;2.5;89.2;93.8;100.0;100.0;16.0;43.2;91.3;86.8;65.1;64.8;41.0;62.8;91.42082929194976;52.3;23.3;3.5;Same As Expected;Same As Expected;0.0;Same As National Rate;77.1;0.95;156.0
4209;KY;187037;ST CLAIRE MEDICAL CENTER HOME HEALTH;222 MEDICAL CIRCLE DRIVE;MOREHEAD;40351;6.067837505E9;Non - Profit Religious;True;True;True;True;True;True;02/02/1971 00:00;3.5;98.9;99.8;98.9;98.8;80.7;85.2;100.0;78.9;73.1;79.2;75.8;78.1;93.3;62.6;14.4;14.2;Worse Than Expected;Worse Than Expected;0.4;Same As National Rate;99.6;0.96;1702.0
4210;KY;187040;MCDOWELL HOME HEALTH AGENCY;131 DANIEL DRIVE;DANVILLE;40422;8.592368946E9;Non - Profit Other;True;True;True;True;True;True;10/05/1971 00:00;3.0;97.2;98.2;99.9;99.1;82.6;84.0;98.5;78.1;57.4;69.1;75.2;74.9;90.1;71.4;15.6;18.0;Same As Expected;Worse Than Expected;0.1;Worse Than National Rate;91.9;0.99;489.0
4211;KS;178117;WICHITA HOME HEALTH CARE, LLC;1624 S RUTAN AVENUE;WICHITA;67218;3.165301229E9;Proprietary;True;True;True;True;True;True;01/11/2018 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
4212;KS;178118;CRYSTAL HOME HEALTH CARE LLC;155 SOUTH 18TH STREET, SUITE 107;KANSAS CITY;66102;9.13400225E9;Proprietary;True;True;True;True;True;True;26/10/2018 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
4213;KY;187000;VNA HEALTH AT HOME;200 HIGH RISE DRIVE, SUITE 373;LOUISVILLE;40213;5.025842456E9;Proprietary;True;True;True;True;True;True;01/07/1966 00:00;4.0;95.7;99.8;99.9;99.4;79.5;81.9;98.5;79.4;79.5;81.8;83.8;87.6;90.3;73.3;16.9;12.0;Worse Than Expected;Worse Than Expected;0.2;Better Than National Rate;99.0;1.03;6606.0
4214;KY;187001;MARY BRECKINRIDGE ARH HOME HEALTH AGENCY;166 KATE IRELAND DRIVE;HYDEN;41749;6.066722355E9;Non - Profit Other;True;True;True;True;True;True;01/07/1966 00:00;4.0;98.7;100.0;100.0;98.6;92.7;97.8;100.0;92.7;75.8;81.0;83.5;100.0;97.2;68.6;13.4;22.9;Worse Than Expected;Worse Than Expected;0.0;Worse Than National Rate;99.5;1.0;178.0
